Date,Message
15.01.2025 00:33:23 UTC+03:00,
15.01.2025 00:33:35 UTC+03:00,какой одарённый банку энергоса оставил в раздевалке на 33б? торнадоотпишись в комм
15.01.2025 00:33:40 UTC+03:00,Кто писал работу по биологии у петра ивановича?
15.01.2025 00:33:47 UTC+03:00,кто писал контрольную по обществу к мироновойесть ответы?
15.01.2025 00:39:40 UTC+03:00,в 9ю все девочки красивые
15.01.2025 02:47:46 UTC+03:00,https://t.me/c/2455368652/612приложение мой id там легко разобраться
15.01.2025 10:42:50 UTC+03:00,https://t.me/c/2455368652/606она свободна вроде
15.01.2025 10:42:56 UTC+03:00,контрольная по физикие торбина
15.01.2025 10:43:09 UTC+03:00,"https://t.me/c/2455368652/612Он не пихается в ту штуку которая сканируется, лучше бери карту"
15.01.2025 11:12:29 UTC+03:00,https://t.me/c/2455368652/606могу тг дать ее
15.01.2025 11:12:34 UTC+03:00,https://t.me/c/2455368652/6242 вариант есть??
15.01.2025 11:39:50 UTC+03:00,https://t.me/c/2455368652/606Карягова заебала
15.01.2025 12:34:09 UTC+03:00,общественный опрос: пися или попа?
15.01.2025 12:34:35 UTC+03:00,"Хех, а помните как раньше в тиктоке сидели только изгои?😊 Если кто-то узнал, что ты сидишь в мюзикали или тт, то тебе давали клеймо дауна и чмырили всем классом)) да было время, что за танцы в коридоре на видео могли и ноги переломать и обоссать в туалете😝 И рюкзак выкинуть в мусорку. Сразу издёвки типо фуу нахуй отойди от меня говноедка, пустая трата воздуха из-за тебя тупая пизда. Там сидят только дегенератки арряя🙏 Таких как ты нужно отстреливать за видео с музыкой!! Зато сейчас найти человека который не сидит в тт нереально. Эти овощи переобулись и испортили наш вайб уникальности😔"
15.01.2025 12:34:41 UTC+03:00,2 вариант
15.01.2025 14:15:38 UTC+03:00,дайте тг макарова андрея плиз
15.01.2025 16:15:03 UTC+03:00,wowhate тг макарова
15.01.2025 17:03:45 UTC+03:00,"срочно!!! кто знает, если тебя забанили в тик токе, можно ли как нибудь сохранить черновики? очень надо!!😭"
15.01.2025 17:25:47 UTC+03:00,Дайте тг Гриши из 9м
15.01.2025 17:26:00 UTC+03:00,"помогите пожалуйста, почему, когда мне звонят в тг, то он автоматом сбрасывается, а у того, кто звонит, написано «занято», хотя я не разговариваю и звонки разрешены.до этого такого не было, что делать?вообще принимать звонки не могу, автоматом сбрасывает"
15.01.2025 19:36:56 UTC+03:00,https://t.me/c/2455368652/636поплачь
15.01.2025 19:37:04 UTC+03:00,https://t.me/c/2499435707/7334?thread=7330я это не включаюон сам как то по себе стал сбрасывать
15.01.2025 19:37:11 UTC+03:00,дайте юз пж🙏
15.01.2025 23:08:28 UTC+03:00,"https://t.me/c/2455368652/638у меня также, поэтому думаю сбои телеграмма"
15.01.2025 23:08:38 UTC+03:00,https://t.me/c/2455368652/639кого ?
15.01.2025 23:08:58 UTC+03:00,"ваня из 10 (букву не знаю, раньше был в кадетском вроде) в очках в прошлом году ходилсвободен ?если да можно юз пожалуйста"
15.01.2025 23:09:03 UTC+03:00,https://t.me/c/2455368652/315дайте юз  пжлст🙏
15.01.2025 23:15:12 UTC+03:00,https://t.me/c/2455368652/643Alex_xpr25Держи)
15.01.2025 23:15:18 UTC+03:00,"Дайте юз девочек с 9,сегодня одна была в черном худаке, а другая  в сером"
15.01.2025 23:27:23 UTC+03:00,https://t.me/c/2455368652/645а точнее можно
15.01.2025 23:27:29 UTC+03:00,дайте тг маши из 9э хочу познакомиться)
16.01.2025 00:42:58 UTC+03:00,Дайте моё тг мне и тг Марины восьми клашки
16.01.2025 00:43:06 UTC+03:00,https://t.me/c/2455368652/647Обойдёшься)
16.01.2025 00:43:12 UTC+03:00,почему сплетницы это дв какое то уже?
16.01.2025 00:43:18 UTC+03:00,Дайте юз Маши неровной. Понравилась
16.01.2025 00:43:31 UTC+03:00,"https://t.me/c/2455368652/647да вы заебали со своими просьбами о знакомстве, подойди и в жизни знакомься"
16.01.2025 00:43:44 UTC+03:00,А в нашей школе есть хоккеисты?)
16.01.2025 00:43:51 UTC+03:00,"Девочки из 9 р, вы очень красивые, я восхищаюсь 😍"
16.01.2025 00:44:04 UTC+03:00,Когда тт снова заработает
16.01.2025 17:21:27 UTC+03:00,https://t.me/c/2455368652/649это кто ж так отвечает
16.01.2025 17:21:58 UTC+03:00,раз два три четыре пять лабутин идет в кальмара играть
16.01.2025 17:22:13 UTC+03:00,"Да перестаньте страдать этой хернёй. Вживую подойдите и познакомитесь блять, если не сыкло. А если сыкло, то и хуй вам, а не знакомства"
16.01.2025 17:22:31 UTC+03:00,Парни на 33б туалет на 4 этаже открыли
16.01.2025 17:22:39 UTC+03:00,Что за мальчик из класса черновой взорвал петарду?
16.01.2025 17:22:45 UTC+03:00,
16.01.2025 17:22:58 UTC+03:00,"рябятттт, выручайте, мальчик из 9 возможно буква л, сегодня был в чёрно-серой какой-то толстовке, глаза голубые, волосы светло-русые средней длины, раньше были длинные, немного волнистые вроде волосы.друг его был в красной толстовке сегодня, киньте юз пжлст🙏🙏"
16.01.2025 17:23:09 UTC+03:00,Как вам мое творчество?
16.01.2025 19:10:56 UTC+03:00,Дота говно
16.01.2025 19:11:02 UTC+03:00,"у кого есть, скиньте пожалуйста(ольга)"
16.01.2025 19:11:09 UTC+03:00,"кто писал кр по дыханию у Од ,скиньте ответы пожалуйста"
16.01.2025 19:11:14 UTC+03:00,девочки из 9в курят шмаль в туалетах
17.01.2025 00:49:45 UTC+03:00,"розовая и ее подружка черная с красной челкой из медиа такие конченые, заебали"
17.01.2025 00:51:12 UTC+03:00,https://t.me/c/2455368652/660из 9и?
17.01.2025 00:51:24 UTC+03:00,"девочки из медиа, розовая и черная с красной челкой хватит фоткать"
17.01.2025 00:51:42 UTC+03:00,"https://t.me/c/2455368652/668таааааак я не понял это кто тут кроме меня на 33б курит шмаль 😡😡😡 , вы у меня сейчас допрыгаетесь 😌😌😌"
17.01.2025 00:51:55 UTC+03:00,"Подскажите как скачать бравл на айфон, если не получается сменить регион в эп стор (т.к. есть деньги на счету эп стора) я уже не могу без бс"
17.01.2025 00:52:02 UTC+03:00,С бывшим Маши из 9Э познакомится можно?
17.01.2025 00:52:13 UTC+03:00,"Ребят помогите пжжж мальчик рост где-то 175-185 ходит в черном лонге черных джинсах и в кросовках рик овенс со звездочками. 33б 9 класс вроде, если есть тг дайте пожалуйста🙏🏻"
17.01.2025 00:52:31 UTC+03:00,почему 9 а называют самым невменяемым? и как они выглядят? кто у них класс рук?
17.01.2025 00:52:35 UTC+03:00,Аня кудрявая из 10ж свободна? Дайте тг ее плиз
17.01.2025 01:40:03 UTC+03:00,"https://t.me/c/2455368652/672Земля круглая,мы еще увидимся"
17.01.2025 13:18:47 UTC+03:00,этот мальчик занят ? из 9 буква а вроде
17.01.2025 13:18:54 UTC+03:00,Скинь кр по биологии 9 (Ольга)
17.01.2025 13:18:59 UTC+03:00,
17.01.2025 13:19:03 UTC+03:00,"Ребят,у кого-то будет в понедельник контрольная по физике? (Арешкина)Если да,то скиньте потом пожалуйста работу,умоляю🙏🏻🙏🏻🙏🏻😭😭😭"
17.01.2025 18:48:40 UTC+03:00,"что за ольга бузова сегодня была, которую соц пед ещё повезала"
17.01.2025 18:48:50 UTC+03:00,
17.01.2025 18:49:02 UTC+03:00,"отзовитесь люди из 9м, очень нужно🙏"
17.01.2025 18:49:08 UTC+03:00,"куда можно пойти работать девочке в 15 лет? Ток без всякого рофла, деньги нужны для подарка папе"
17.01.2025 23:14:08 UTC+03:00,
17.01.2025 23:14:32 UTC+03:00,"https://t.me/c/2455368652/686Продавец-консультант, аниматор, присмотр за животными, няня... Бариста. На авито глянь."
17.01.2025 23:14:39 UTC+03:00,
17.01.2025 23:14:50 UTC+03:00,"ребятттт, тут есть люди из 9М 33б, если есть, напишите что угодно под пост, очень выручите"
17.01.2025 23:15:04 UTC+03:00,https://t.me/c/2499435707/7802?thread=7740Да
18.01.2025 01:30:00 UTC+03:00,"свободен ? если да ,  можно тг пожалуйста9 класс 33б"
18.01.2025 12:59:16 UTC+03:00,пиздец компания тяжелого люкса из медиа мизогинички ебнутые
18.01.2025 23:35:18 UTC+03:00,"ВНИМАНИЕ!!! НА РЕЧНОМ ВОКЗАЛЕ ПОЯВИЛАСЬ БАНДА ЖЕЛТЫХ КОЗЫРЬКОВ, БУДЬТЕ АККУРАТНЕЕ!!!!!"
18.01.2025 23:35:29 UTC+03:00,"Степовиков Максим из 8у, когда подстрижёшься?"
19.01.2025 09:01:51 UTC+03:00,как его зовут?https://t.me/c/2455368652/694
19.01.2025 15:39:51 UTC+03:00,
19.01.2025 23:32:32 UTC+03:00,Он крутой?
19.01.2025 23:32:46 UTC+03:00,"Монета трамп дала выхлоп, кто рано встает, тот много получает🐶"
20.01.2025 13:42:17 UTC+03:00,"https://t.me/c/2455368652/693В 10 медиа это просто пиздец, они срут абсолютно всех, одна слишком монашка, вторая шлюха. Слово мизогинички им очень хорошо подходит"
20.01.2025 13:42:24 UTC+03:00,кто хочет гарика курнуть?
20.01.2025 14:38:32 UTC+03:00,https://t.me/c/2455368652/700кто именно?
20.01.2025 16:24:23 UTC+03:00,Пискунова занята?
20.01.2025 16:24:30 UTC+03:00,"https://t.me/c/2455368652/700Компания тяжёлого люкса, кто знает тот знает"
20.01.2025 16:24:37 UTC+03:00,https://t.me/c/2455368652/701яяяяя
20.01.2025 16:25:08 UTC+03:00,зариназариназариназариназариназариназариназариназариназарина
20.01.2025 16:25:11 UTC+03:00,"9 классы, кто писал у арешкиной кр по колебаниям и волнам?есть задания или ответы?"
20.01.2025 16:56:34 UTC+03:00,"https://t.me/c/2455368652/704да они пиздец конч, и вроде 4 подружки"
20.01.2025 16:56:39 UTC+03:00,"Друзья,кто-то писал сегодня кр по физике? Умоляю,скажите 🙏🏻🙏🏻🙏🏻😭😭"
20.01.2025 21:29:17 UTC+03:00,"https://t.me/c/2455368652/708модницы огородницы 😍😍😍съебитесь нахуй уже из класса, заебали всех"
20.01.2025 21:29:38 UTC+03:00,"https://t.me/c/2455368652/708они хотя бы не фрики,как весь их класс"
20.01.2025 21:29:48 UTC+03:00,"Альбина Лошкарева 10медиа я хочу ее, она такой секс"
20.01.2025 21:29:59 UTC+03:00,https://t.me/c/2455368652/710че за девочки? дайте фотки их
20.01.2025 21:30:04 UTC+03:00,☃️ У тебя новое анонимное сообщение!Пискунова занята?↩️ Свайпни для ответа.Да у нее очередное дилдо в жопе
20.01.2025 21:30:49 UTC+03:00,
20.01.2025 21:31:17 UTC+03:00,"Альбина Лошкарева 10медиа я хочу ее, она такой сексСогласна, а кто знает, ей девочки мб тоже интересны?"
20.01.2025 21:38:41 UTC+03:00,Гойда или зов?
20.01.2025 21:46:11 UTC+03:00,https://t.me/c/2455368652/710ЕДИНСТВЕННЫЕ АДЕКВАТЫ ИЗ КЛАССА И ТО НЕ НРАВЯТСЯПИЗДЕЦ
20.01.2025 21:55:00 UTC+03:00,https://t.me/c/2455368652/710А как же блондинчик из медиа с Марселем и их дегенератскими шутками 😍😍😍
20.01.2025 21:55:10 UTC+03:00,"https://t.me/c/2455368652/710в лицо скажите, тут любой написать может"
20.01.2025 21:55:20 UTC+03:00,https://t.me/c/2455368652/710для начала ебало свое перестаньте гуашью белой красить (
20.01.2025 21:58:02 UTC+03:00,СКИНЬТЕ ОТВЕТЫ НА КР ПО ФИЗИКЕ У АРЕШКИНОЙ🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻
20.01.2025 22:10:34 UTC+03:00,"хули вы пиздите на медиа, тут как минимум 50% ахуенные людиили лучше иметь цирк ебучий рядом?"
20.01.2025 22:10:44 UTC+03:00,"может хватит хуйней маяться фрикухи ебанные, для начала реально перестаньте рисовать вторые глаза внизу и одеваться в альтушные прикидоны"
20.01.2025 22:10:52 UTC+03:00,https://t.me/c/2455368652/722ГЛАЗАСТЫЕ У КОТОРЫХ ПО 4 ГЛАЗА?
20.01.2025 22:16:33 UTC+03:00,"https://t.me/c/2455368652/726это тренд, вы не шарите"
20.01.2025 22:16:44 UTC+03:00,"https://t.me/c/2455368652/725Тебе серьезно есть дело до того,как другие одеваются и красятся? Тебе жить с ними что ли?"
20.01.2025 22:16:53 UTC+03:00,"https://t.me/c/2455368652/725Если для вас весь класс фрики из-за одного человека, то пора глаза почистить а то тушью заплыли уже🫨🫨"
20.01.2025 22:26:11 UTC+03:00,не ну лучше отбеливатель себе лить на волосы и за глаза пиздеть
20.01.2025 22:26:23 UTC+03:00,"раз уж вы про 10 медиа заговорили, то я попрошу ебаную черную и розовую альтуха перестать фотографировать людей из под тяжка и не орать на весь коридор, о том, что на вас посмотрел ваш краш 🫶🏻"
20.01.2025 22:26:32 UTC+03:00,"https://t.me/c/2455368652/724можно поменьше нецензурной лексики, пожалуйста"
20.01.2025 22:26:40 UTC+03:00,"https://t.me/c/2455368652/729на себя посмотрите, красотки"
20.01.2025 22:40:50 UTC+03:00,9Г там вообще никого из девочек симпатичных нет😵
20.01.2025 22:41:01 UTC+03:00,https://t.me/c/2455368652/732да ебальник закрой сука
20.01.2025 22:42:01 UTC+03:00,"https://t.me/c/2455368652/710если мы вас так сильно волнуем, скажите уже в лицо🙏🏻"
20.01.2025 22:42:10 UTC+03:00,https://t.me/c/2455368652/732я очень сильно постараюсь мой дорогой друг если это вас так задело
20.01.2025 22:42:17 UTC+03:00,"у вас шиза или чекого они фоткают блять дегенераты мать вашу ?смехотворные,если у вас синдром главного героя,в дурке полечитеськак же вам не похуй на чужую жизнь,жесть ххаха"
20.01.2025 22:42:36 UTC+03:00,"https://t.me/c/2455368652/733Буквально единственное за что вы цепляетесь — это внешность человека, потому что у вас на большее смелости и ума не хватит)) Из-за ебейшей царской самооценки вас и ненавидят ведь вы с людьми банально общаться на нормальном уровне не можете кроме с такими же как вы блять"
20.01.2025 22:42:43 UTC+03:00,В 9Ф есть симпатичные девочки?
20.01.2025 22:43:08 UTC+03:00,https://t.me/c/2455368652/738подсказку дать ?
20.01.2025 22:43:14 UTC+03:00,Типы чёт пиздят суетятсяНо почему никто не пишет какой же я пиздатый и как они хотят облизать мои пятки💔
20.01.2025 22:44:58 UTC+03:00,"https://t.me/c/2455368652/739странно,почему тогда с ними большая часть школы в хороших взаимоотношениях?"
20.01.2025 22:45:15 UTC+03:00,"https://t.me/c/2455368652/730АХАХХААХАХАХХААХХААХАХАХХА говорят о волосы в хорошем состоянии, закрывая глаза на отваливающиеся 3 розовые волосинки, которые покрашены дешевой краской пятнами на голове"
20.01.2025 22:46:37 UTC+03:00,https://t.me/c/2455368652/738ОНИ ФОТКАЮТ И ЭТОТ ФАКТ НЕТ СМЫСЛА ОТРИЦАТЬлюдям страшно по школе ходить
20.01.2025 22:47:12 UTC+03:00,кузнецов и его подсос федя лицимеры ебаные
20.01.2025 22:53:13 UTC+03:00,https://t.me/c/2455368652/743пока не доказано не ебет что сказано
20.01.2025 22:53:42 UTC+03:00,"https://t.me/c/2455368652/746Лицемеры*,вы про кого вообще"
20.01.2025 22:54:20 UTC+03:00,"https://t.me/c/2455368652/739есть момент, с людьми у которых с головой не все в порядке тяжеловато"
20.01.2025 22:54:38 UTC+03:00,"https://t.me/c/2455368652/740почти весь класс девочки, так что найдется красотка на любой вкус и цвет"
20.01.2025 22:54:53 UTC+03:00,"Те кто пишут в эту группу с предъявами просто сыкло и все,если чё то не нравится подойдте и в лицо скажите умники ебучие"
20.01.2025 22:56:46 UTC+03:00,"Вас приветствует администрация канала «В 1474 любят…»🎉Мы устраиваем совместный конкурс на 100 звёзд в сумме на неделю!Будет 4 призовых места, и каждому из 4 достанется 25 звёзд.📌Условия участия в конкурсе:• Быть подписанным на спонсоров• Отписка от канала - незачет! +Активность в тгк• Подписка на «В 1474 любят…»➕Чтобы увеличить шансы, репостните этот пост друзьям/в группу/в свои тгк👋Всем удачи!Обязательная подписка на спонсоров:1.https://t.me/xeroxxxxs2.https://t.me/dishshshteq3.https://t.me/+-_heDIeF5a5lZGJi"
20.01.2025 23:00:29 UTC+03:00,"https://t.me/c/2455368652/738ебанутые, в столовке людей фоткать, когда вас всем видно и потом сидеть хихикать как умственно отсталые"
20.01.2025 23:02:00 UTC+03:00,
20.01.2025 23:02:17 UTC+03:00,"🎅🏻 У тебя новое анонимное сообщение!у вас шиза или чекого они фоткают блять дегенераты мать вашу ?смехотворные,если у вас синдром главного героя,в дурке полечитеськак же вам не похуй на чужую жизнь,жесть ххаха↩️ Свайпни для ответа.ну да, давайте сделаем вид, что никто не знает о том что одной чел из 10д нравится, а другой из 11с 😊😊😊"
20.01.2025 23:05:32 UTC+03:00,А дружок барбоскин свободен?
20.01.2025 23:05:37 UTC+03:00,https://t.me/c/2455368652/757роза среди навоза🙏🏻🙏🏻
20.01.2025 23:07:43 UTC+03:00,"понимаете проблема в том, что в жизни ты почти не услышишь нормальных аргументов, поэтому приходится писать сюда"
20.01.2025 23:07:59 UTC+03:00,"Кому вас вообще фоткать нужноДевочкам уже реально дела ни до кого нет , может они и занимались этим раньше но уже давно бросилиНе стоит лезть в это не разобравшись.Если вас реально это как то касается и к ним есть какие то личные вопросы,то просто лично подойдите и скажите им,больше толку будет"
20.01.2025 23:08:10 UTC+03:00,"https://t.me/c/2455368652/746Дерьмо, подойди в лицо это скажи, ты очень крутой что в анонимку пишешь? Ребенок ебанный"
20.01.2025 23:09:18 UTC+03:00,что за высокоинтеллектуальные разборки
20.01.2025 23:09:51 UTC+03:00,https://t.me/c/2455368652/745Чё за альтухи которые фоткают?
20.01.2025 23:10:09 UTC+03:00,"бля хватит писать эти огромные тексты , мне читать лень блять"
20.01.2025 23:10:35 UTC+03:00,"Познаоумьте меня пж с ксерокс, она же идеальна🙏🙏🙏🙏"
20.01.2025 23:10:45 UTC+03:00,https://t.me/c/2455368652/762Давно бросили это месяц назад???
20.01.2025 23:10:53 UTC+03:00,"https://t.me/c/2455368652/762сами клоунаду начали, так всем похуй на них было, несмотря на МАКСИМАЛЬНО НЕ ШКОЛЬНЫЕ И ПРИТЯГИВАЮЩИЕ ВЗГЛЯД НАРЯДЫ И МАКИЯЖИ"
20.01.2025 23:10:56 UTC+03:00,сосо
20.01.2025 23:11:45 UTC+03:00,розовая шмара ебаная
20.01.2025 23:11:50 UTC+03:00,вы прям все нужны чтоб вас фоткали ахинеть
20.01.2025 23:12:06 UTC+03:00,"Артем Пухляков ебаное чмо,если я тебя ещё раз на Ховрино увижу падаль я тебе колени сломаю мудак"
20.01.2025 23:12:10 UTC+03:00,А Литвин из 9Л занят?
20.01.2025 23:33:21 UTC+03:00,"https://t.me/c/2455368652/762вау, на прошлой неделе фоткали, щас резко похуй стало"
20.01.2025 23:33:30 UTC+03:00,https://t.me/c/2455368652/767Так ливни с канала
20.01.2025 23:33:37 UTC+03:00,вперёд дети мои🦄🦄🦄🦄🦄🦄
20.01.2025 23:34:18 UTC+03:00,нормисы не вознесутся
20.01.2025 23:34:28 UTC+03:00,нас 600🙏❤️‍🔥
20.01.2025 23:34:44 UTC+03:00,"как я поняла, некоторым не нравится, что адекватные девочки красятся и ухаживают за собой, что бы быть красивыми и привлекательными?Розовая одежда и голова, ногти цвета соплей длиной в метр и 4 глаза на лице…"
20.01.2025 23:34:52 UTC+03:00,возьмите и плюньте этим альтухам в лицоче вы мучаетесь
20.01.2025 23:35:03 UTC+03:00,"Кто писал кр работу Арешкина , скиньте ответы на 2 варианта 🙏🙏🙏🙏🙏"
20.01.2025 23:35:17 UTC+03:00,В 1474 есть мальчики кто хочет пяточки полизать 😭😭❤️в коменты пж💗
20.01.2025 23:35:24 UTC+03:00,"🎅🏻 У тебя новое анонимное сообщение!https://t.me/c/2455368652/762вау, на прошлой неделе фоткали, щас резко похуй стало↩️ Свайпни для ответа.И кого же?"
20.01.2025 23:35:37 UTC+03:00,"да кто фоткает , что за альтухи ?"
20.01.2025 23:36:26 UTC+03:00,Я бы выпил менструации альтушки
20.01.2025 23:38:11 UTC+03:00,"https://t.me/c/2455368652/787Че вы 🤮 ставите, попробуйте рил вкусно"
20.01.2025 23:39:42 UTC+03:00,"https://t.me/c/2455368652/78610 медиа, одна розовая, вторая чернаяХодят фоткают двух мальчиков по всей школе и угарают"
20.01.2025 23:39:54 UTC+03:00,"бля какая же розовая альтушка безмозглая я в ахуе,рот закрой свой че ты хуйню несешь"
20.01.2025 23:40:01 UTC+03:00,
20.01.2025 23:40:06 UTC+03:00,"розовую альтуху надо выебать хорошенько, а то она не понимает по-хорошему))))))))))))"
20.01.2025 23:44:54 UTC+03:00,https://t.me/c/2455368652/789скиньте их фотки
20.01.2025 23:45:02 UTC+03:00,https://t.me/c/2455368652/791Роза среди горы навоза
20.01.2025 23:45:08 UTC+03:00,я б ей надавал смачно в рот
20.01.2025 23:45:16 UTC+03:00,https://t.me/c/2455368652/789Чичкалюк что ли ?
20.01.2025 23:53:12 UTC+03:00,"https://t.me/c/2455368652/796Не не не вы чего, она хорошик"
20.01.2025 23:53:18 UTC+03:00,Так Литвин свободен или нет???
20.01.2025 23:53:27 UTC+03:00,https://t.me/c/2455368652/796неееееееетЯрко розовая вся
20.01.2025 23:53:56 UTC+03:00,"Я обожаю Милану с синими волосами из 9Р, она слишком прекрасна, у кого-нибудь есть её юз? Буду весьма благодарен 🥹"
20.01.2025 23:54:14 UTC+03:00,что за пиздец тут устроили с нихуя
21.01.2025 00:05:39 UTC+03:00,все ребята мы вас понялиперекрашиваем волосы в блонд красим только ресницыделаем короткий нюд и обязательно джинсы с зипочкой
21.01.2025 11:19:14 UTC+03:00,"Хватит пожалуйста ссориться друг с другом, ну сколько можно🙏"
21.01.2025 11:19:21 UTC+03:00,"https://t.me/c/2455368652/802ЗАЕБАЛИ, СКАЖИТЕ УЖЕ В ЛИЦОлучше то конечно ногти в километр и цвета соплей"
21.01.2025 11:19:29 UTC+03:00,щас ботинок только зашнурую
21.01.2025 11:19:34 UTC+03:00,9б сосо
21.01.2025 11:19:59 UTC+03:00,
21.01.2025 11:21:32 UTC+03:00,
21.01.2025 11:21:38 UTC+03:00,Скиньте контрольную Арешкиной 🙏🏼🙏🏼
21.01.2025 11:23:07 UTC+03:00,почему так холодно в 33б сегодня?
21.01.2025 11:31:40 UTC+03:00,скиньте контрольную орешника пж
21.01.2025 12:23:23 UTC+03:00,Так как в этом канале больше знакомств чем других постов мы приняли решение создать канал специально для знакомств:https://t.me/znakomstva1474
21.01.2025 13:26:25 UTC+03:00,скиньте контрольную орешкина
21.01.2025 13:26:29 UTC+03:00,скиньте контрольную корабельниковой 9 класс пж
21.01.2025 13:26:34 UTC+03:00,https://t.me/c/2499435707/8321смотря кому
21.01.2025 13:26:38 UTC+03:00,Лапшик обосрался в автобусе
21.01.2025 14:08:42 UTC+03:00,блондин из медиа лох
21.01.2025 14:08:48 UTC+03:00,объясните за что хуесосят нмт (сегодня слышал в школе)
21.01.2025 14:11:32 UTC+03:00,https://t.me/c/2455368652/821потому что она наркоша ебаная
21.01.2025 14:11:37 UTC+03:00,10 классы кто может дать покурить сиги ?
21.01.2025 14:58:44 UTC+03:00,бесят девки которые по всей школе бегают от своих крашей сколько можно
21.01.2025 16:45:46 UTC+03:00,Лиза Воронина пикми
21.01.2025 16:46:08 UTC+03:00,"В 9Г самые более менее симпатичные девочки, на остальную 9 параллель посмотрите ахуеете🤓🤓"
21.01.2025 16:46:11 UTC+03:00,"СКИНЬТЕ КОНТРОЛЬНУЮ ПО ФИЗИКЕ, ПОЖАЛУЙСТАА, МНЕ ОЧЕНЬ НУЖНО"
21.01.2025 17:30:19 UTC+03:00,"Почему некоторые классы писали первыми контрошу, сами искали сами прорешивали несколько дней, а вы тут ради халявы пишите «скиньте кр», ищи бля сами, почему кто то тратит время на поиски и решение, а вы ебланите и просто так получаете хорошие оценки"
21.01.2025 17:30:27 UTC+03:00,"https://t.me/c/2455368652/826Пиздежь, автор еблан"
21.01.2025 17:30:38 UTC+03:00,кто то писал контрольную по физике у карбальниковой?
21.01.2025 17:32:55 UTC+03:00,ребята которые просят контр орешника мои любимые чмок
21.01.2025 18:02:46 UTC+03:00,"❄️ У тебя новое анонимное сообщение!https://t.me/c/2455368652/826Пиздежь, автор еблан↩️ Свайпни для ответа.Почему пиздежь? Там есть нормальные девочки"
21.01.2025 18:03:04 UTC+03:00,"https://t.me/c/2455368652/828Существует такое слово как ""взаимопомощь"". По факту ты сам ее не написал, если вам скинули варианты раньше. Ты точно так же в инете пошел  ответы посмотрел и правильное решение. Пиздец, в старшей школе вести себя как ребёнок в началке ""А он у меня списааал"" Бро, если конкретно тебя просили и ты послал - это одно дело. Если нет проигнорируй, в чем проблема? Тем более ты сам должен понимать, какая нагрузка в старшей школе и оценки сейчас очень влияют на аттестат"
21.01.2025 18:22:37 UTC+03:00,"я купил ультракилл, поздравьте менянеанон хамстер  комбат"
21.01.2025 23:03:17 UTC+03:00,Поздравляю
21.01.2025 23:03:31 UTC+03:00,а где злата нистратова?
21.01.2025 23:03:39 UTC+03:00,
21.01.2025 23:03:44 UTC+03:00,скиньте пожалуйста контрольную у торбиной🙏🏻
21.01.2025 23:03:59 UTC+03:00,https://t.me/c/2455368652/826Кто из 9г написал?))Да ребзя там кто из симпатичных? По фамилиям
22.01.2025 00:08:35 UTC+03:00,https://t.me/c/2455368652/836златочка на дом обучение ушла
22.01.2025 00:08:47 UTC+03:00,варя чаеварка пикми нпс
22.01.2025 00:08:52 UTC+03:00,даша шавка веном вумен
22.01.2025 00:14:45 UTC+03:00,"скиньте кр арешкиной, молю🙏"
22.01.2025 15:24:18 UTC+03:00,
22.01.2025 15:24:22 UTC+03:00,
22.01.2025 15:24:29 UTC+03:00,33б кормиттеперь тут тапают калькуляторы
22.01.2025 15:24:45 UTC+03:00,ребят если кто нибкдь найдет такой значок верните пожалуйста
22.01.2025 15:24:58 UTC+03:00,33б кормит
22.01.2025 15:25:06 UTC+03:00,Чел который мой карандаш украл чтобы написать сочинение в 13 30 кабинет 211 чтобы завтра вернул!
22.01.2025 16:28:16 UTC+03:00,чел который в 3 классе забрал у меня ластик прошу вернуть его мне 🙏🙏🙏
22.01.2025 17:30:40 UTC+03:00,"Чел, прапрапрапрапрадед которого увёл возможную жену моего прапрапрапрапрадеда, прошу вернуть ее мне"
22.01.2025 23:30:16 UTC+03:00,"чел который со мной крестился в 988 и украл мою панаму, верни её завтра, пожалуйста"
22.01.2025 23:30:20 UTC+03:00,вперед дети мои 🦄🦄🦄🦄🦄🦄🦄🦄
22.01.2025 23:30:28 UTC+03:00,"чел, который в детском саду сожрал мою запеканку, я жду извинений и новую запеканку🙏🏻🙏🏻"
22.01.2025 23:30:36 UTC+03:00,"МНЕ ДЕНИС ЧЕРНУЮ РУЧКУ ВЕРНУЛ, КОТОРУЮ В ПОНЕДЕЛЬНИК В 15:56:44 ВЗЯЛ, УРА"
22.01.2025 23:30:53 UTC+03:00,
22.01.2025 23:31:06 UTC+03:00,
22.01.2025 23:31:28 UTC+03:00,Кто-то уже писал работу к Глоты(биология) по крестоцветным и розоцветным?7 класс
22.01.2025 23:31:32 UTC+03:00,Возможные ответы на физику(4в):https://xn--b1agatflbfbtgq5jm.xn--p1ai/fizika-9-kontrolnye-peryshkin/Возможная контрольная (2в):https://nsportal.ru/shkola/fizika/library/2018/11/09/kontrolnaya-rabota-po-fizike-mehanicheskiy-kolebaniya-i-volny-zvuk
22.01.2025 23:31:39 UTC+03:00,король прибыл 👌
22.01.2025 23:31:45 UTC+03:00,у кого есть ответы на региональный тур русского пожалуйста я остосу
22.01.2025 23:31:53 UTC+03:00,"варя чаеварка и даша рататуйка канон, не отрицайте."
